conm,conml,Year_Last,weburl,loc,tic
UNITY SOFTWARE INC,Unity Software Inc,2021,unity.com,USA,U
PALANTIR TECHNOLOG INC,Palantir Technologies Inc,2021,www.palantir.com,USA,PLTR
DYNE THERAPEUTICS INC,Dyne Therapeutics Inc,2021,www.dyne-tx.com,USA,DYN
STERLING CAPITAL FOCU EQ ETF,Sterling Captial Focus Equity ETF,2021,sterlingcapital.com/etf/,USA,LCG
ATHIRA PHARMA INC,Athira Pharma Inc,2021,www.athira.com,USA,ATHA
LENSAR INC,Lensar Inc,2021,www.lensar.com,USA,LNSR
ISHARES COMM CURVE CARRY ETF,Ishares Commodity Curve Carry Strategy ETF,2021,www.ishares.com,USA,CCRV
ISHARES MSCI KUWAIT ETF,Ishares MSCI Kuwait ETF,2021,www.ishares.com,USA,KWT
SIMPLIFY US EQU PLUS CON ETF,Simplify US Equity Plus Upside Convexity ETF,2021,www.simplify.us,USA,SPUC
SIMPLIFY US EQ CONVEXITY ETF,Simplify US Equity Plus Convexity ETF,2021,www.simplify.us,USA,SPYC
SIMPLIFY US EQUITY DOWNS ETF,Simplify Us Equity Plus Downside Convexity ETF,2021,www.simplify.us,USA,SPD
TRUESHARES STR OUT (SEP) ETF,TrueShares Structured Outcome (September) ETF,2021,truesharesetfs.com/SEPZ,USA,SEPZ
JFROG LTD,JFrog Ltd,2021,www.jfrog.com,USA,FROG
COGENT BIOSCIENCES INC,Cogent Biosciences Inc,2021,www.cogentbio.com,USA,COGT
AMERICAN WELL CORP,American Well Corp,2021,amwell.com,USA,AMWL
METACRINE INC,Metacrine Inc,2021,www.metacrine.com,USA,MTCR
AAF FIRST PRIORITY C BON ETF,AAF First Priority CLO Bond ETF,2021,www.aafetfs.com/,USA,AAA
REINVENT TECHNOLOGY PARTNERS,Reinvent Technology Partners,2021,www.reinventtechnologypartners.com,USA,RTP
GOLDMAN SACHS AC AG BOND ETF,Goldman Sachs Access Aggregate Bond ETF,2021,www.gsam.com,USA,GCOR
ASANA INC,Asana Inc,2021,asana.com,USA,ASAN
JANUS HENDERSON AAA CLO ETF,Janus Henderson AAA CLO ETF,2021,www.janushenderson.com,USA,JAAA
BROADSTONE NET LEASE INC,Broadstone Net Lease Inc,2021,www.broadstone.com,USA,BNL
VICTORYSHARES NAS NEX 50 ETF,VictoryShares Nasdaq Next 50 ETF,2021,www.vcm.com,USA,QQQN
PACTIV EVERGREEN INC,Pactiv Evergreen Inc,2021,www.pactivevergreen.com,USA,PTVE
VG ACQUISITION CORP,VG Acquisition Corp,2021,vgacquisition.com,USA,VGAC
AZIYO BIOLOGICS INC,Aziyo Biologics Inc,2021,www.aziyo.com,USA,AZYO
ADICET BIO INC,Adicet Bio Inc,2021,www.adicetbio.com,USA,ACET
MONTES ARCHIMEDES ACQ CORP,Montes Archimedes Acquisition Corp,2021,montesarchimedesacquisitioncorp.com,USA,MAAC
LAIRD SUPERFOOD INC,Laird Superfood Inc,2021,lairdsuperfood.com,USA,LSF
INVESCO BULLETSHARS 2030 ETF,Invesco BulletShares 2030 Corporate Bond ETF,2021,www.invesco.com,USA,BSCU
INVESCO BULLETSHARS 2028 ETF,Invesco BulletShares 2028 High Yield Corporate Bond ETF,2021,www.invesco.com,USA,BSJS
INVESCO BULLETSHRES 2030 ETF,Invesco BulletShares 2030 Municipal Bond ETF,2021,www.invesco.com,USA,BSMU
NATIXIS U.S. EQTY OPPRTN ETF,Natixis U.S. Equity Oppotunities ETF,2021,www.im.natixis.com,USA,EQOP
GLOBAL X COVE CALL & GRO ETF,Global X S&P 500 Covered Call & Growth ETF,2021,www.globalxetfs.com/funds/xylg/,USA,XYLG
FT CBOE VEST EQUITY DEEP ETF,FT Cboe Vest U.S. Equity Deep Buffer ETF,2021,www.ftportfolios.com,USA,DSEP
FT CBOE VE EQUITY BUFFER ETF,FT Cboe Vest U.S. Equity Buffer ETF,2021,www.ftportfolios.com,USA,FSEP
TAYSHA GENE THERPS INC,Taysha Gene Therapies Inc,2021,www.tayshagtx.com,USA,TSHA
ARCLIGHT CLEAN TRA CORP UNIT,ArcLight Clean Transition Corp,2021,arclightclean.com,USA,ACTC
MISSION PRODUCE INC,Mission Produce Inc,2021,missionproduce.com,USA,AVO
VESPER HEALTH ACQ CORP,Vesper Healthcare Acquisition Corp,2021,www.vesperhealth.com,USA,VSPR
GOODRX HLDGS INC,GoodRx Holdings Inc,2021,www.goodrx.com,USA,GDRX
TPG PACE BENE FIN CORP,TPG Pace Beneficial Finance Corp,2021,www.tpg.com/pace-beneficial-finance,USA,TPGY
TPG PACE TECH OPP CORP,TPG Pace Tech Opportunities Corp,2021,www.tpg.com/pace-tech-opportunities,USA,PACE
IMMUNOME INC,Immunome Inc,2021,immunome.com,USA,IMNM
PMV PHARMACEUTICALS INC,PMV Pharmaceuticals Inc,2021,www.pmvpharma.com,USA,PMVP
QELL ACQUISITION CORP,Qell Acquisition Corp,2021,qellspac.com,USA,QELL
GLOBAL X CHINA BIOTE INN ETF,Global X China Biotech Innovation ETF,2021,www.globalxetfs.com/funds/chb/,USA,CHB
VANGUARD ESG CORPOR BOND ETF,Vanguard Esg U.S. Corporate Bond ETF,2021,investor.vanguard.com/etf/profile/VCEB,USA,VCEB
ISHARES ESG SCREENED S&P ETF,Ishares Esg Screened S&P Mid-Cap ETF,2021,www.ishares.com,USA,XJH
SPINAL ELEME HOLDI INC -REDH,Spinal Elements Holdings Inc,2021,www.spinalelements.com,USA,SPEL
ISHARES ESG SCRE S&P SMA ETF,Ishares Esg Screened S&P Small-Cap ETF,2021,www.ishares.com/us/products/315920/,USA,XJR
ISHARES TREASUR STR BOND ETF,Ishares 25 Year Treasury Strips Bond ETF,2021,www.ishares.com,USA,GOVZ
ISHARES ESG SCREE S&P 50 ETF,iShares Trust - iShares ESG Screened S&P 500 ETF,2021,www.ishares.com,USA,XVV
CAMBRIA GLOBAL REAL ESTA ETF,Cambria Global Real Estate ETF,2021,www.cambriafunds.com/bldg,USA,BLDG
SPDR BLOOMBERG BAR MONTH ETF,SPDR Bloommberg Barclays 3-12 Month T-Bill ETF,2021,www.ssga.com,USA,BILS
ACADEMY SPO AND OU INC,Academy Sports and Outdoors Inc,2021,www.academy.com,USA,ASO
GRAYBUG VISION INC,Graybug Vision Inc,2021,www.graybug.vision,USA,GRAY
PRELUDE THERAPEUTICS INC,Prelude Therapeutics Inc,2021,www.preludetx.com,USA,PRLD
LHA MARKET STATE TAC BET ETF,LHA Market State TacticalBeta ETF,2021,www.lhafunds.com/MSTB,USA,MSTB
BENTLEY SYSTEMS INC,Bentley System Inc,2021,www.bentley.com,USA,BSY
APOLLO STRAT GROWT CAP,Apollo Strategic Growth Capital,2021,www.apollostrategicgrowthcapital.com,USA,APSG
EARGO INC,Eargo Inc,2021,eargo.com,USA,EAR
C4 THERAPEUTICS INC,C4 Therapeutics Inc,2021,www.c4therapeutics.com,USA,CCCC
TARSUS PHARMACEUTI INC,Tarsus Pharmaceuticals Inc,2021,www.tarsusrx.com,USA,TARS
ONCORUS INC,Oncorus Inc,2021,www.oncorus.com,USA,ONCR
ALIGOS THERAPEUTICS INC,Aligos Therapeutics Inc,2021,www.aligos.com,USA,ALGS
CORSAIR GAMING INC,Corsair Gaming Inc,2021,www.corsair.com,USA,CRSR
CLEARSHARES PITON INTERM ETF,Clearshares Piton Intermediate Fixed Income ETF,2021,www.clear-shares.com/pifi,USA,PIFI
INNOVATOR DOUBLE STACKER ETF,Innovator Double Stacker ETF,2021,www.innovatoretfs.com,USA,DSOC
KRONOS BIO INC,Kronos Bio Inc,2021,kronosbio.com,USA,KRON
SPRUCE BIOSCIENCES INC,Spruce Biosciences Inc,2021,www.sprucebiosciences.com,USA,SPRB
VELODYNE LIDAR INC,Velodyne Lidar Inc,2021,www.velodynelidar.com,USA,VLDR
NEXTGEN ACQUISITI CORP,NextGen Acquisition Corp,2021,www.nextgenacq.com,USA,NGAC
SHATTUCK LABS INC,Shattuck Labs Inc,2021,www.shattucklabs.com,USA,STTK
STARRY GROUP HOLDINGS INC,Starry Group Holdings Inc,2021,starry.com,USA,STRY
ISHARES VIRTUAL WORK AND ETF,Ishares Virtual Work And Life Multisector ETF,2021,www.ishares.com,USA,IWFH
DEFIANCE NEXT GEN SPA DE ETF,Defiance Next Gen Spac Derived ETF,2021,www.defianceetfs.com/spak/,USA,SPAK
BLACKROCK FUTURE INNOVAT ETF,Blackrock Future Innovators ETF,2021,www.blackrock.com,USA,BFTR
BLACKROCK FUTURE TECH ETF,Blackrock Future Tech ETF,2021,www.blackrock.com,USA,BTEK
BLACKROCK FUTURE HEALTH ETF,Blackrock Fututre Health ETF,2021,www.blackrock.com,USA,BMED
SOFI WEEKLY INCOME ETF,Sofi Weekly Income ETF,2021,www.sofi.com/invest/etfs/tgif/,USA,TGIF
THRYV HOLDINGS INC,Thryv Holdings Inc,2021,www.thryv.com,USA,THRY
BIODESIX INC,Biodesix Inc,2021,www.biodesix.com,USA,BDSX
FOGHORN THERAPEUTICS INC,Foghorn Therapeutics Inc,2021,foghorntx.com,USA,FHTX
FIDELITY U.S. MULTIFACTR ETF,Fidelity U.S. Multifactor ETF,2021,institutional.fidelity.com,USA,FLRG
GLOBAL X NASDAQ 100 CVD ETF,Global X Nasdaq 100 Covered Call & Growth ETF,2021,www.globalxetfs.com/funds/qylg/,USA,QYLG
CABANA TARGET DRAWDOWN 5 ETF,Cabana Target Drawdown 5 ETF,2021,www.cabanaetfs.com/tdsa,USA,TDSA
CABANA TARGET DRAWDOWN 7 ETF,Cabana Target Drawdown 7 ETF,2021,www.cabanaetfs.com/tdsb,USA,TDSB
MEDIAALPHA INC,MediaAlpha Inc,2021,www.mediaalpha.com,USA,MAX
CABANA TARGET DRAWDWN 10 ETF,Cabana Target Drawdown 10 ETF,2021,cabanaetfs.com/tdsc,USA,TDSC
ROOT INC,Root Inc,2021,joinroot.com,USA,ROOT
CABANA TARGET DRAWDWN 13 ETF,Cabana Target Drawdown 13 ETF,2021,cabanaetfs.com/tdsd,USA,TDSD
CABANA TARGET DRAWDWN 16 ETF,Cabana Target Drawdown 16 ETF,2021,cabanaetfs.com/tdse,USA,TDSE
NATIXIS VAUGHN NSN MD CP ETF,Natixis Vaughan Nelson Mid Cap ETF,2021,www.im.natixis.com,USA,VNMC
NATIXIS VAUGHAN NLSN SLC ETF,Natixis Vaughan Nelson Select ETF,2021,www.im.natixis.com,USA,VNSE
ARCHAEA ENERGY INC,Archaea Energy Inc,2021,www.archaeaenergy.com,USA,LFG
CHINOOK THERAPEUTICS INC,Chinook Therapeutics Inc,2021,www.chinooktx.com,USA,KDNY
TRUESHARES STRCTRD OUTCM ETF,TrueShares Structured Outcome ETF,2021,truesharesetfs.com/OCTZ,USA,OCTZ
INVESCO S&P COMP ESG IND ETF,Invesco S&P TSX Composite ESG Index ETF,2021,www.invesco.ca,USA,ESGC.
ISHARES BB RAT CORP BOND ETF,IShares BB Rated CorporateBond ETF,2021,www.ishares.com,USA,HYBB
ISHARES ESG ADVAN MSC EM ETF,ISHARES ESG Advanced MSCI EM ETF,2021,www.ishares.com,USA,EMXF
MCAFEE CORP,McAfee Corp,2021,www.mcafee.com,USA,MCFE
HYLIION HOLDINGS CORP,Hyliion Holdings Corp,2021,www.hyliion.com,USA,HYLN
GUILD HOLDINGS CO,Guild Holdings Co,2021,www.guildmortgage.com,USA,GHLD
PRAXIS PRECIS MEDI INC,Praxis Precision Medicines Inc,2021,www.praxismedicines.com,USA,PRAX
MULTIPLAN CORP,MultiPlan Corp,2021,www.multiplan.us,USA,MPLN
INVESCO NASDAQ NEXT 100 ETF,Invesco NASDAQ Next Gen 100 ETF,2021,www.invesco.com,USA,QQQJ
INVESCO NASDAQ 100 ETF,Invesco NASDAQ 100 ETF,2021,www.invesco.com,USA,QQQM
ARRAY TECHNOLOGIES INC,Array Technologies Inc,2021,arraytechinc.com,USA,ARRY
GREENBOX POS,Greenbox POS,2021,greenboxpos.com,USA,GBOX
SHIFT TECHNOLOGIES INC,Shift Technologies Inc,2021,shift.com,USA,SFT
CURIOSITYSTREAM INC,CuriosityStream Inc,2021,www.curiositystream.com,USA,CURI
EMLES FEDERAL CONTRACTOR ETF,Emles Federal Contractors ETF,2021,emles.com,USA,FEDX
EMLES REAL ESTATE CREDIT ETF,Emles Real Estate Credit ETF,2021,emles.com,USA,REC
TATTOOED CHEF INC,Tattooed Chef Inc,2021,www.tattooedchef.com,USA,TTCF
PAYA HOLDINGS INC,Paya Holdings Inc,2021,www.paya.com,USA,PAYA
HORIZON ACQUISITION CORP II,Horizon Acquisition Corp II,2021,www.horizonacquisitioncorp-ii.com,USA,HZON
NIFTY INDIA FINANCIALS ETF,Nifty India Financials ETF,2021,www.indiafinancials.com/indf,USA,INDF
ATLAS CREST INVES CORP,Atlas Crest Investment Corp,2021,www.atlascrestcorp.com,USA,ACIC
RAREVIEW DYN FIXE INCOME ETF,Rareview Dynamic Fixed Income ETF,2021,www.rareviewcapital.com,USA,RDFI
RAREVIEW TAX ADVA INCOME ETF,Rareview Tax Advantaged Income ETF,2021,www.rareviewcapital.com,USA,RTAI
SUPERNOVA PARTNRS ACQ CO INC,Supernova Partners Acquisition Co Inc,2021,spnv.supernovaspac.com,USA,SPNV
DATTO HOLDING CORP,Datto Holding Corp,2021,www.datto.com,USA,MSP
LORDSTOWN MOTORS CORP,Lordstown Motors Corp,2021,www.lordstownmotors.com,USA,RIDE
BLUESCAPE OPP ACQ CORP,Bluescape Opportunities Acquisition Corp,2021,www.bluescapegroup.com/spac.html,USA,BOAC
CEREVEL THERAPEUTICS HOLDING,Cerevel Therapeutics Holdings Inc,2021,www.cerevel.com,USA,CERE
FT CBOE VST U.S. EQTY DP ETF,FT Cboe Vest U.S. Equity Deep Buffer ETF - October,2021,www.ftportfolios.com,USA,DOCT
FT CBOE VST U.S. ETY BUF ETF,FT Cboe Vest U.S. Equity Buffer ETF - October,2021,www.ftportfolios.com,USA,FOCT
SQZ BIOTECHNOLOGIES CO,SQZ Biotechnologies Co,2021,www.sqzbiotech.com,USA,SQZ
HEALTH ASSURA ACQ CORP,Health Assurance Acquisition Corp,2021,www.healthassuranceacqcorp.com,USA,HAAC
LESLIE'S INC,Leslie's Inc,2021,lesliespool.com,USA,LESL
LEADERSHARES ACTIV LEADE ETF,Leadershares Activist Leaders ETF,2021,www.leadersharesetfs.com,USA,ACTV
LEADERSHARES ALPHAF TACT ETF,Leadershares Alphafactor Tactical Focused ETF,2021,www.leadersharesetfs.com,USA,LSAT
VIVOS THERAPEUTICS INC,Vivos Therapeutics Inc,2021,www.vivoslife.com,USA,VVOS
ATEA PHARMACEUTICALS INC,Atea Pharmaceuticals Inc,2021,ateapharma.com,USA,AVIR
GATOS SILVER INC,Gatos Silver Inc,2021,www.gatossilver.com,USA,GATO
ALLEGRO MICROSYSTEMS INC,Allegro Microsystems Inc,2021,www.allegromicro.com,USA,ALGM
GALECTO INC,Galecto Inc,2021,galecto.com,USA,GLTO
ISHARES US SMALL CAP VAL ETF,Ishares Us Small Cap Value Factor ETF,2021,www.ishares.com,USA,SVAL
GLOBAL X CLEA ETF,Global X Funds Global X CleanTech ETF,2021,www.globalxetfs.com/funds/ctec/,USA,CTEC
GLOBAL X DATA CENTER REI ETF,Global X Data Center Reits & Digital Infrastructure ETF,2021,www.globalxetfs.com/funds/vpn/,USA,VPN
AMERICA CONSERV VALUES ETF,American Conservative Values Etf,2021,acvetfs.com/fund/etf-fund/,USA,ACVF
FISKER INC,Fisker Inc,2021,www.fiskerinc.com,USA,FSR
SOC TELEMED INC,SOC Telemed Inc,2021,www.soctelemed.com,USA,TLMD
DEMOCRATIC LARGE CAP COR ETF,Democratic Large Cap Core ETF,2021,demz.fund/performance,USA,DEMZ
SOTERA HEALTH CO,Sotera Health Co,2021,soterahealth.com,USA,SHC
TRUESHARES STD OUT (NOV) ETF,TrueShares Structured Outcome (November) ETF,2021,truesharesetfs.com/nvmz,USA,NOVZ
IN8BIO INC,IN8bio Inc,2021,in8bio.com,USA,INAB
MARAVA LIFES HLDGS INC,Maravai LifeSciences Holdings Inc,2021,www.maravai.com,USA,MRVI
ALTUS POWER INC,Altus Power Inc,2021,www.altuspower.com,USA,AMPS
CVENT HOLDING CORP,Cvent Holding Corp,2021,www.cvent.com,USA,CVT
UPSTART HOLDINGS INC,Upstart Holdings Inc,2021,www.upstart.com,USA,UPST
GOLDMAN SACHS INN EQUITY ETF,Goldman Sachs Innovate Equity ETF,2021,www.gsam.com,USA,GINN
STATE STREET DEBUTS CORPORAT,State Street Debuts Corporate Bond ESG ETF,2021,www.ssga.com,USA,RBND
GLOBAL X EMRG MKT INT E-COM,Global X Emerging Markets Internet & E-commerce ETF,2021,www.globalxetfs.com/funds/eweb/,USA,EWEB
DIREXION MOON INNOVATORS ETF,Direxion Moonshot Innovators ETF,2021,www.direxion.com,USA,MOON
CHANGEBRIDGE CAPI SUS EQ ETF,Changebridge Capital Sustainable Equity ETF,2021,changebridgefunds.com/cbse,USA,CBSE
SMARTETFS SUST ENERGY II ETF,SmartETFs Sustainable Energy II ETF,2021,www.smartetfs.com/sulr/,USA,SOLR
ISHARES IBO 2026 HIGH IN ETF,iShares iBonds 2026 Term High Yield and Income ETF,2021,www.ishares.com,USA,IBHF
THOMA BRAVO ADVANTAGE,Thoma Bravo Advantage,2021,www.thomabravoadvantage.com/tba,USA,TBA
CHANGEBRIDGE CP LG/ST EQ ETF,Changebridge Capital Long/Short Equity ETF,2021,changebridgefunds.com/cbls,USA,CBLS
CONCENTRIX CORP,Concentrix Corp,2021,www.concentrix.com,USA,CNXC
KFA VALUE LINE DYNAMIC CO,KFA Value Line Dynamic Co,2021,kfafunds.com/kvle/,USA,KVLE
JPMORGAN BETABUILDE U.S. ETF,JPMorgan BetaBuilders U.S. Small Cap Equity ETF,2021,am.jpmorgan.com,USA,BBSC
LEATHERBACK LONG/SHORT ETF,Leatherback Long/Short Alternative Yield ETF,2021,www.leatherbackam.com/etfs/lbay/,USA,LBAY
EOS ENERGY ENTERPRISES INC,Eos Energy Enterprises Inc,2021,www.eosenergystorage.com,USA,EOSE
2NDVOTE SOCIETY DEFENDED ETF,2ndVote Society Defended ETF,2021,www.2ndvotefunds.com/egis/,USA,EGIS
VIRTUS TERRA US QUAL MOM ETF,Virus TerranovaUs Quality Momentum ETF,2021,www.virtus.com,USA,JOET
2NDVOTE LIFE NEUTRA PLUS ETF,2ndVote Life Neutral Plus ETF,2021,www.2ndvotefunds.com/lyfe/,USA,LYFE
ATAC US ROTATION ETF,ATAC US Rotation ETF,2021,www.atacfunds.com/roro/,USA,RORO
DIMENSIO US CORE EQ MARK ETF,Dimensional Us Core Equity Market ETF,2021,us.dimensional.com,USA,DFAU
DIMENSIO INTER CORE EQUI ETF,Dimensional International Core Equity Market ETF,2021,us.dimensional.com,USA,DFAI
GCM GROSVENOR INC,GCM Grosvenor Inc,2021,www.gcmgrosvenor.com,USA,GCMG
MP MATERIALS CORP,MP Materials Corp,2021,mpmaterials.com,USA,MP
OLEMA PHARMACEUTICALS INC,Olema Pharmaceuticals Inc,2021,www.olema.com,USA,OLMA
AFFIRM HOLDINGS INC,Affirm Holdings Inc,2021,www.affirm.com,USA,AFRM
CERTARA INC,Certara Inc,2021,www.certara.com,USA,CERT
DOORDASH INC,DoorDash Inc,2021,www.doordash.com,USA,DASH
SEER INC,Seer Inc,2021,seer.bio,USA,SEER
PARTS ID INC,PARTS iD Inc,2021,www.partsidinc.com,USA,ID
KRANESHARE CICC 5G INDEX ETF,KraneShares CICC China 5G and Semiconductor Index ETF,2021,kraneshares.com/kfvg/,USA,KFVG
AARONS CO INC (THE),Aarons Co Inc (The),2021,www.aarons.com,USA,AAN
QUANTUMSCAPE CORP,QuantumScape Corp,2021,www.quantumscape.com,USA,QS
ROBLOX CORP,Roblox Corp,2021,corp.roblox.com,USA,RBLX
BALLAST SMALL/MID CAP ETF,Ballast Small/Mid Cap ETF,2021,etf.mgmtetf.com/,USA,MGMT
AIRBNB INC,Airbnb Inc,2021,www.airbnb.com,USA,ABNB
TRUESHARES STR OUT (DEC) ETF,TrueShares Structured Outcome (December) ETF,2021,truesharesetfs.com/DECZ,USA,DECZ
VANECK MS AN BBB CRP BD ETF,VanEck Moody's Analytics BBB Corporate Bond ETF,2021,www.vaneck.com,USA,MBBB
VANECK MY AN IG CRP BOND ETF,VanEck Moody's Analytics IG Corporate Bond ETF,2021,www.vaneck.com,USA,MIG
DIMENSIONAL EM CR EQ MKT ETF,Dimensional Emerging Core Equity Market ETF,2021,us.dimensional.com,USA,DFAE
KFA MOUNT LUCAS INDEX ST ETF,KFA Mount Lucas Index Strategy ETF,2021,kfafunds.com/kmlm/,USA,KMLM
INVESCO HIGH YIELD BD FA ETF,Invesco High Yield Bond Factor ETF,2021,www.invesco.com,USA,IHYF
BOXED INC,Boxed Inc,2021,www.boxed.com,USA,BOXD
908 DEVICES INC,908 Devices Inc,2021,www.908devices.com,USA,MASS
KINNATE BIOPHARMA INC,Kinnate Biopharma Inc,2021,www.kinnate.com,USA,KNTE
SIGILON THERAPTICS INC,Sigilon Therapeutics Inc,2021,www.sigilon.com,USA,SGTX
APARTMENT INCOME REIT CORP,Apartment Income REIT Corp,2021,www.aircommunities.com,USA,AIRC
LUMINAR TECHNOLOGIES INC,Luminar Technologies Inc,2021,www.luminartech.com,USA,LAZR
QRAFT AI-ENHANC US NE VA ETF,QRAFT AI-Enhanced US Next Value ETF,2021,www.qraftaietf.com/nvq,USA,NVQ
FAR PEAK ACQUISITION CORP,Far Peak Acquisition Corp,2021,www.farpeak.com,USA,FPAC
SILVERBACK THERAPE INC,Silverback Therapeutics Inc,2021,www.silverbacktx.com,USA,SBTX
PERIPHAS CAPTL PA CORP,Periphas Capital Partnering Corp,2021,www.periphascapitalpartneringcorp.com,USA,PCPC
PETCO HEALTH & WELLNESS CO,Petco Health & Wellness Co Inc,2021,www.petco.com,USA,WOOF
INSPIRE FAITH LRG CP MOM ESG,Inspire Faithward Large Cap Momentum ESG ETF,2021,www.inspireetf.com/fevr,USA,FEVR
INSPIRE FAITH MID CP MOM ESG,Inspire Faithward Mid Cap Momentum ESG ETF,2021,www.inspireetf.com/glry,USA,GLRY
PUBMATIC INC,PubMatic Inc,2021,pubmatic.com,USA,PUBM
KRANESHARES CICC CH LEAD ETF,KraneShares CICC China Consumer Leaders Index ETF,2021,kraneshares.com/kbuy/,USA,KBUY
BLUE HORIZON NEW ENGY ETF,Blue Horizon New Energy Leaders and Innovators ETF,2021,www.bne-etf.com/bne,USA,BNE
C3.AI INC,C3.ai Inc,2021,www.C3.ai,USA,AI
OPENDOOR TECHNOLOGIES INC,Opendoor Technologies Inc,2021,www.opendoor.com,USA,OPEN
DESKTOP METAL INC,DESKTOP METAL INC,2021,www.desktopmetal.com,USA,DM
FIRST TRUST INTL DEV CAP ETF,First Trust International Developed Capital Strength ETF,2021,www.ftportfolios.com,USA,FICS
BIOATLA INC,Bioatla Inc,2021,www.bioatla.com,USA,BCAB
THE SPAC AND NEW ISSUE ETF,The SPAC and New Issue ETF,2021,www.spcxetf.com/the-fund/,USA,SPCX
CHURCHILL CAPITAL CORP V,Churchill Capital Corp V,2021,v.churchillcapitalcorp.com,USA,CCV
VIRPAX PHARMACEUTICALS INC,Virpax Pharmaceuticals Inc,2021,www.virpaxpharma.com,USA,VRPX
DIREXION WOR WITHO WASTE ETF,Direxion World Without Waste ETF,2021,www.direxion.com,USA,WWOW
POSHMARK INC,Poshmark Inc,2021,poshmark.com,USA,POSH
SKILLZ INC,Skillz Inc,2021,www.skillz.com,USA,SKLZ
DONOGHUE FORLINES TA H Y ETF,Donoghue Forlines Tactical High Yield ETF,2021,trimtabsfunds.com/dfhy/,USA,DFHY
DONOGHUE FOR RIS MAN INN ETF,Donoghue Forlines Risk Managed Innovation ETF,2021,trimtabsfunds.com/dfnv/,USA,DFNV
SIMPLIFY NSDQ 100 PS CVT ETF,Simplify Nasdaq 100 PLUS Convexity ETF,2021,www.simplify.us,USA,QQC
SIMPLIFY NDQ 100 PLUS DW ETF,Simplify Nasdaq 100 PLUS Downside Convexity ETF,2021,www.simplify.us,USA,QQD
FT CBOE VEST INTE EQU BU ETF,Ft Cboe Vest InternatiIonal Equity Buffer ETF,2021,www.ftportfolios.com,USA,YDEC
FT CBOE VEST EQUIT BUFF ETF,Ft Cboe Vest U.S. Equity Buffer ETF,2021,www.ftportfolios.com,USA,FDEC
FT CBOE VES EQUITY DEEP ETF,Ft Cboe Vest U.S. Equity Deep Buffer ETF,2021,www.ftportfolios.com,USA,DDEC
FT CBOE VT NQ-100 BF ETF-DEC,FT Cboe Vest Nasdaq-100 Buffer ETF - December,2021,www.ftportfolios.com,USA,QDEC
CANOO INC,Canoo Inc,2021,www.canoo.com,USA,GOEV
INVESCO REAL ASSETS ESG ETF,Invesco Real Assets Esg ETF,2021,www.invesco.com,USA,IVRA
INVESCO FOCUSED DIS GROW ETF,Invesco Focused Discovery Growth ETF,2021,www.invesco.com,USA,IVDG
INVESCO US LAR CAP CORE ETF,Invesco Us Large Cap Core Esg ETF,2021,www.invesco.com,USA,IVLC
INVESCO SELECT GROWTH ETF,Invesco Select Growth ETF,2021,www.invesco.com,USA,IVSG
AERSALE CORP,AerSale Corp,2021,www.aersale.com,USA,ASLE
VINCERX INC,Vincerx Inc,2021,vincerx.com,USA,VINC
PORCH GROUP INC,Porch Group Inc,2021,porchgroup.com,USA,PRCH
XL FLEET CORP,XL Fleet Corp,2021,www.xlfleet.com,USA,XL
SENTINELONE INC,SentinelOne Inc,2021,www.sentinelone.com,USA,S
JPMORGAN CARBON TRSTN US ETF,JPMorgan Carbon Transition U.S. Equity ETF,2021,am.jpmorgan.com,USA,JCTR
ADASINA SOCIAL JUSTIC CP ETF,Adasina Social Justice All Cap Global ETF,2021,www.adasinaetf.com,USA,JSTC
EMBARK TECHNOLOGY INC,Embark Technology Inc,2021,embarktrucks.com,USA,EMBK
SOARING EAGLE ACQ CORP,Soaring Eagle Acquisition Corp,2021,eagleequityptnrs.com,USA,SRNG
ROMEO POWER INC,Romeo Power Inc,2021,romeopower.com,USA,RMO
SIMPLIFY VOLT FINTE DISR ETF,Simplify Volt Fintech Disruption ETF,2021,www.simplify.us,USA,VFIN
GOLDEN NUGGET ONLINE GAMING,Golden Nugget Online Gaming Inc,2021,www.gnoginc.com,USA,GNOG
SIMPLIFY VOLT PO CUL DIS ETF,Simplify Volt Pop Culture Disruption ETF,2021,www.simplify.us,USA,VPOP
AVDR US LARGECAP LEADING ETF,Avdr Us Largecap Leading ETF,2021,www.newagealphaetfs.com,USA,AVDR
RUSH STREET INTERACTIVE INC,Rush Street Interactive Inc,2021,www.rushstreetinteractive.com,USA,RSI
TIDAL ETF TRUST SP FDS &P ET,Tidal ETF Trust Sp Funds S&P Global Reit Sharia ETF,2021,www.sp-funds.com/spre/,USA,SPRE
PACER SWAN SOS FUND OF F ETF,Pacer Swan SOS Flex (December) ETF,2021,www.paceretfs.com,USA,PSFF
AVDR US LARGECAP ESG ETF,AVDR US Largecap Esg ETF,2021,www.newagealphaetfs.com,USA,AVDG
UPHOLDINGS COMPOUND KING ETF,Upholdings Compound Kings ETF,2021,www.compoundkingsetf.com,USA,KNGS
MERLYN.AI SECTORSURF MOM ETF,Merlyn.AI Sectorsurfer Momentum ETF,2021,merlynetfs.com/dude/,USA,DUDE
DANIMER SCIENTIFIC INC,Danimer Scientific Inc,2021,www.danimerscientific.com,USA,DNMR
SMARTETFS ADVE & MAR TEC ETF,SmartETFs Advertising & Marketing Technology ETF,2021,www.smartetfs.com/mrad/,USA,MRAD
CLENE INC,Clene Inc,2021,clene.com,USA,CLNN
